"","x"
"fin_0355-2047_1905-08-19_191-00008_759633.txt.lemmatized",3
"fin_0355-2047_1905-08-20_192-00001_759634.txt.lemmatized",12
"fin_0355-2047_1905-08-20_192-00002_759634.txt.lemmatized",10
"fin_0355-2047_1905-08-20_192-00003_759634.txt.lemmatized",5
"fin_0355-2047_1905-08-20_192-00004_759634.txt.lemmatized",13
"fin_0355-2047_1905-08-20_192-00005_759634.txt.lemmatized",9
"fin_0355-2047_1905-08-20_192-00006_759634.txt.lemmatized",9
"fin_0355-2047_1905-08-20_192-00007_759634.txt.lemmatized",16
"fin_0355-2047_1905-08-20_192-00008_759634.txt.lemmatized",6
"fin_0355-2047_1905-08-22_193-00001_759635.txt.lemmatized",12
"fin_0355-2047_1905-08-22_193-00002_759635.txt.lemmatized",18
"fin_0355-2047_1905-08-22_193-00003_759635.txt.lemmatized",1
"fin_0355-2047_1905-08-22_193-00004_759635.txt.lemmatized",5
"fin_0355-2047_1905-08-22_193-00005_759635.txt.lemmatized",1
"fin_0355-2047_1905-08-22_193-00006_759635.txt.lemmatized",14
"fin_0355-2047_1905-08-22_193-00007_759635.txt.lemmatized",16
"fin_0355-2047_1905-08-22_193-00008_759635.txt.lemmatized",3
"fin_0355-2047_1905-08-23_194-00001_759636.txt.lemmatized",12
"fin_0355-2047_1905-08-23_194-00002_759636.txt.lemmatized",18
"fin_0355-2047_1905-08-23_194-00003_759636.txt.lemmatized",1
"fin_0355-2047_1905-08-23_194-00004_759636.txt.lemmatized",1
"fin_0355-2047_1905-08-23_194-00005_759636.txt.lemmatized",1
"fin_0355-2047_1905-08-23_194-00006_759636.txt.lemmatized",8
"fin_0355-2047_1905-08-23_194-00007_759636.txt.lemmatized",3
"fin_0355-2047_1905-08-23_194-00008_759636.txt.lemmatized",15
"fin_0355-2047_1905-08-24_195-00001_759637.txt.lemmatized",12
"fin_0355-2047_1905-08-24_195-00002_759637.txt.lemmatized",18
"fin_0355-2047_1905-08-24_195-00003_759637.txt.lemmatized",1
"fin_0355-2047_1905-08-24_195-00004_759637.txt.lemmatized",1
"fin_0355-2047_1905-08-24_195-00005_759637.txt.lemmatized",1
"fin_0355-2047_1905-08-24_195-00006_759637.txt.lemmatized",9
"fin_0355-2047_1905-08-24_195-00008_759637.txt.lemmatized",15
"fin_0355-2047_1905-08-25_196-00001_759638.txt.lemmatized",12
"fin_0355-2047_1905-08-25_196-00002_759638.txt.lemmatized",18
"fin_0355-2047_1905-08-25_196-00003_759638.txt.lemmatized",11
"fin_0355-2047_1905-08-25_196-00004_759638.txt.lemmatized",1
"fin_0355-2047_1905-08-25_196-00005_759638.txt.lemmatized",1
"fin_0355-2047_1905-08-25_196-00006_759638.txt.lemmatized",14
"fin_0355-2047_1905-08-25_196-00007_759638.txt.lemmatized",14
"fin_0355-2047_1905-08-25_196-00008_759638.txt.lemmatized",15
"fin_0355-2047_1905-08-26_197-00001_759639.txt.lemmatized",12
"fin_0355-2047_1905-08-26_197-00002_759639.txt.lemmatized",18
"fin_0355-2047_1905-08-26_197-00003_759639.txt.lemmatized",1
"fin_0355-2047_1905-08-26_197-00004_759639.txt.lemmatized",1
"fin_0355-2047_1905-08-26_197-00005_759639.txt.lemmatized",1
"fin_0355-2047_1905-08-26_197-00006_759639.txt.lemmatized",14
"fin_0355-2047_1905-08-26_197-00007_759639.txt.lemmatized",8
"fin_0355-2047_1905-08-26_197-00008_759639.txt.lemmatized",3
"fin_0355-2047_1905-08-27_198-00001_759640.txt.lemmatized",12
"fin_0355-2047_1905-08-27_198-00002_759640.txt.lemmatized",2
"fin_0355-2047_1905-08-27_198-00003_759640.txt.lemmatized",18
"fin_0355-2047_1905-08-27_198-00004_759640.txt.lemmatized",1
"fin_0355-2047_1905-08-27_198-00005_759640.txt.lemmatized",1
"fin_0355-2047_1905-08-27_198-00006_759640.txt.lemmatized",8
"fin_0355-2047_1905-08-27_198-00007_759640.txt.lemmatized",3
"fin_0355-2047_1905-08-27_198-00008_759640.txt.lemmatized",3
"fin_0355-2047_1905-08-29_199-00001_759641.txt.lemmatized",12
"fin_0355-2047_1905-08-29_199-00002_759641.txt.lemmatized",18
"fin_0355-2047_1905-08-29_199-00003_759641.txt.lemmatized",1
"fin_0355-2047_1905-08-29_199-00004_759641.txt.lemmatized",1
"fin_0355-2047_1905-08-29_199-00005_759641.txt.lemmatized",14
"fin_0355-2047_1905-08-29_199-00006_759641.txt.lemmatized",14
"fin_0355-2047_1905-08-29_199-00007_759641.txt.lemmatized",8
"fin_0355-2047_1905-08-29_199-00008_759641.txt.lemmatized",3
"fin_0355-2047_1905-08-30_200-00001_759642.txt.lemmatized",12
"fin_0355-2047_1905-08-30_200-00002_759642.txt.lemmatized",18
"fin_0355-2047_1905-08-30_200-00003_759642.txt.lemmatized",11
"fin_0355-2047_1905-08-30_200-00004_759642.txt.lemmatized",7
"fin_0355-2047_1905-08-30_200-00005_759642.txt.lemmatized",19
"fin_0355-2047_1905-08-30_200-00006_759642.txt.lemmatized",16
"fin_0355-2047_1905-08-30_200-00007_759642.txt.lemmatized",8
"fin_0355-2047_1905-08-30_200-00008_759642.txt.lemmatized",15
"fin_0355-2047_1905-08-31_201-00001_759643.txt.lemmatized",12
"fin_0355-2047_1905-08-31_201-00002_759643.txt.lemmatized",18
"fin_0355-2047_1905-08-31_201-00003_759643.txt.lemmatized",5
"fin_0355-2047_1905-08-31_201-00004_759643.txt.lemmatized",11
"fin_0355-2047_1905-08-31_201-00005_759643.txt.lemmatized",9
"fin_0355-2047_1905-08-31_201-00006_759643.txt.lemmatized",9
"fin_0355-2047_1905-08-31_201-00007_759643.txt.lemmatized",8
"fin_0355-2047_1905-08-31_201-00008_759643.txt.lemmatized",3
"fin_0355-2047_1905-09-01_202-00001_759644.txt.lemmatized",12
"fin_0355-2047_1905-09-01_202-00002_759644.txt.lemmatized",12
"fin_0355-2047_1905-09-01_202-00003_759644.txt.lemmatized",18
"fin_0355-2047_1905-09-01_202-00004_759644.txt.lemmatized",5
"fin_0355-2047_1905-09-01_202-00005_759644.txt.lemmatized",13
"fin_0355-2047_1905-09-01_202-00006_759644.txt.lemmatized",9
"fin_0355-2047_1905-09-01_202-00007_759644.txt.lemmatized",8
"fin_0355-2047_1905-09-01_202-00008_759644.txt.lemmatized",3
"fin_0355-2047_1905-09-02_203-00001_759645.txt.lemmatized",12
"fin_0355-2047_1905-09-02_203-00002_759645.txt.lemmatized",18
"fin_0355-2047_1905-09-02_203-00003_759645.txt.lemmatized",5
"fin_0355-2047_1905-09-02_203-00004_759645.txt.lemmatized",11
"fin_0355-2047_1905-09-02_203-00005_759645.txt.lemmatized",9
"fin_0355-2047_1905-09-02_203-00006_759645.txt.lemmatized",9
"fin_0355-2047_1905-09-02_203-00007_759645.txt.lemmatized",8
"fin_0355-2047_1905-09-02_203-00008_759645.txt.lemmatized",3
"fin_0355-2047_1905-09-03_204A-00001_759647.txt.lemmatized",12
"fin_0355-2047_1905-09-03_204A-00002_759647.txt.lemmatized",2
"fin_0355-2047_1905-09-03_204A-00003_759647.txt.lemmatized",20
"fin_0355-2047_1905-09-03_204A-00004_759647.txt.lemmatized",5
"fin_0355-2047_1905-09-03_204A-00005_759647.txt.lemmatized",19
"fin_0355-2047_1905-09-03_204A-00006_759647.txt.lemmatized",9
"fin_0355-2047_1905-09-03_204A-00007_759647.txt.lemmatized",8
"fin_0355-2047_1905-09-03_204A-00008_759647.txt.lemmatized",3
"fin_0355-2047_1905-09-03_204B-00001_759646.txt.lemmatized",12
"fin_0355-2047_1905-09-03_204B-00002_759646.txt.lemmatized",13
"fin_0355-2047_1905-09-03_204B-00003_759646.txt.lemmatized",3
"fin_0355-2047_1905-09-03_204B-00004_759646.txt.lemmatized",6
"fin_0355-2047_1905-09-05_205-00001_759648.txt.lemmatized",12
"fin_0355-2047_1905-09-05_205-00002_759648.txt.lemmatized",18
"fin_0355-2047_1905-09-05_205-00003_759648.txt.lemmatized",20
"fin_0355-2047_1905-09-05_205-00004_759648.txt.lemmatized",5
"fin_0355-2047_1905-09-05_205-00005_759648.txt.lemmatized",19
"fin_0355-2047_1905-09-05_205-00006_759648.txt.lemmatized",9
"fin_0355-2047_1905-09-05_205-00007_759648.txt.lemmatized",8
"fin_0355-2047_1905-09-05_205-00008_759648.txt.lemmatized",3
"fin_0355-2047_1905-09-06_206-00001_759649.txt.lemmatized",12
"fin_0355-2047_1905-09-06_206-00002_759649.txt.lemmatized",18
"fin_0355-2047_1905-09-06_206-00003_759649.txt.lemmatized",20
"fin_0355-2047_1905-09-06_206-00004_759649.txt.lemmatized",5
"fin_0355-2047_1905-09-06_206-00005_759649.txt.lemmatized",9
"fin_0355-2047_1905-09-06_206-00006_759649.txt.lemmatized",4
"fin_0355-2047_1905-09-06_206-00007_759649.txt.lemmatized",8
"fin_0355-2047_1905-09-06_206-00008_759649.txt.lemmatized",3
"fin_0355-2047_1905-09-07_207-00001_759650.txt.lemmatized",12
"fin_0355-2047_1905-09-07_207-00002_759650.txt.lemmatized",18
"fin_0355-2047_1905-09-07_207-00003_759650.txt.lemmatized",5
"fin_0355-2047_1905-09-07_207-00004_759650.txt.lemmatized",11
"fin_0355-2047_1905-09-07_207-00005_759650.txt.lemmatized",19
"fin_0355-2047_1905-09-07_207-00006_759650.txt.lemmatized",9
"fin_0355-2047_1905-09-07_207-00007_759650.txt.lemmatized",8
"fin_0355-2047_1905-09-07_207-00008_759650.txt.lemmatized",3
"fin_0355-2047_1905-09-08_208-00001_759651.txt.lemmatized",12
"fin_0355-2047_1905-09-08_208-00002_759651.txt.lemmatized",18
"fin_0355-2047_1905-09-08_208-00003_759651.txt.lemmatized",11
"fin_0355-2047_1905-09-08_208-00004_759651.txt.lemmatized",5
"fin_0355-2047_1905-09-08_208-00005_759651.txt.lemmatized",11
"fin_0355-2047_1905-09-08_208-00006_759651.txt.lemmatized",9
"fin_0355-2047_1905-09-08_208-00007_759651.txt.lemmatized",16
"fin_0355-2047_1905-09-08_208-00008_759651.txt.lemmatized",15
"fin_0355-2047_1905-09-09_209-00001_759652.txt.lemmatized",12
"fin_0355-2047_1905-09-09_209-00002_759652.txt.lemmatized",11
"fin_0355-2047_1905-09-09_209-00003_759652.txt.lemmatized",20
"fin_0355-2047_1905-09-09_209-00004_759652.txt.lemmatized",5
"fin_0355-2047_1905-09-09_209-00005_759652.txt.lemmatized",19
"fin_0355-2047_1905-09-09_209-00006_759652.txt.lemmatized",9
"fin_0355-2047_1905-09-09_209-00007_759652.txt.lemmatized",8
"fin_0355-2047_1905-09-09_209-00008_759652.txt.lemmatized",3
"fin_0355-2047_1905-09-10_210A-00001_759654.txt.lemmatized",12
"fin_0355-2047_1905-09-10_210A-00002_759654.txt.lemmatized",2
"fin_0355-2047_1905-09-10_210A-00003_759654.txt.lemmatized",11
"fin_0355-2047_1905-09-10_210A-00004_759654.txt.lemmatized",13
"fin_0355-2047_1905-09-10_210A-00005_759654.txt.lemmatized",19
"fin_0355-2047_1905-09-10_210A-00006_759654.txt.lemmatized",9
"fin_0355-2047_1905-09-10_210A-00007_759654.txt.lemmatized",8
"fin_0355-2047_1905-09-10_210A-00008_759654.txt.lemmatized",3
"fin_0355-2047_1905-09-10_210B-00001_759653.txt.lemmatized",12
"fin_0355-2047_1905-09-10_210B-00002_759653.txt.lemmatized",18
"fin_0355-2047_1905-09-10_210B-00003_759653.txt.lemmatized",11
"fin_0355-2047_1905-09-10_210B-00004_759653.txt.lemmatized",3
"fin_0355-2047_1905-09-12_211-00001_759655.txt.lemmatized",12
"fin_0355-2047_1905-09-12_211-00002_759655.txt.lemmatized",18
"fin_0355-2047_1905-09-12_211-00003_759655.txt.lemmatized",5
"fin_0355-2047_1905-09-12_211-00004_759655.txt.lemmatized",5
"fin_0355-2047_1905-09-12_211-00005_759655.txt.lemmatized",19
"fin_0355-2047_1905-09-12_211-00006_759655.txt.lemmatized",9
"fin_0355-2047_1905-09-12_211-00007_759655.txt.lemmatized",8
"fin_0355-2047_1905-09-12_211-00008_759655.txt.lemmatized",3
"fin_0355-2047_1905-09-13_212-00001_759656.txt.lemmatized",12
"fin_0355-2047_1905-09-13_212-00002_759656.txt.lemmatized",18
"fin_0355-2047_1905-09-13_212-00003_759656.txt.lemmatized",11
"fin_0355-2047_1905-09-13_212-00005_759656.txt.lemmatized",9
"fin_0355-2047_1905-09-13_212-00006_759656.txt.lemmatized",9
"fin_0355-2047_1905-09-13_212-00007_759656.txt.lemmatized",6
"fin_0355-2047_1905-09-13_212-00008_759656.txt.lemmatized",15
"fin_0355-2047_1905-09-14_213-00001_759658.txt.lemmatized",12
"fin_0355-2047_1905-09-14_213-00002_759658.txt.lemmatized",18
"fin_0355-2047_1905-09-14_213-00003_759658.txt.lemmatized",20
"fin_0355-2047_1905-09-14_213-00004_759658.txt.lemmatized",11
"fin_0355-2047_1905-09-14_213-00005_759658.txt.lemmatized",19
"fin_0355-2047_1905-09-14_213-00006_759658.txt.lemmatized",9
"fin_0355-2047_1905-09-14_213-00007_759658.txt.lemmatized",8
"fin_0355-2047_1905-09-14_213-00008_759658.txt.lemmatized",3
"fin_0355-2047_1905-09-15_214-00001_759657.txt.lemmatized",12
"fin_0355-2047_1905-09-15_214-00002_759657.txt.lemmatized",18
"fin_0355-2047_1905-09-15_214-00003_759657.txt.lemmatized",20
"fin_0355-2047_1905-09-15_214-00004_759657.txt.lemmatized",11
"fin_0355-2047_1905-09-15_214-00005_759657.txt.lemmatized",19
"fin_0355-2047_1905-09-15_214-00006_759657.txt.lemmatized",9
"fin_0355-2047_1905-09-15_214-00007_759657.txt.lemmatized",8
"fin_0355-2047_1905-09-15_214-00008_759657.txt.lemmatized",3
"fin_0355-2047_1905-09-16_215-00001_759659.txt.lemmatized",12
"fin_0355-2047_1905-09-16_215-00002_759659.txt.lemmatized",18
"fin_0355-2047_1905-09-16_215-00003_759659.txt.lemmatized",11
"fin_0355-2047_1905-09-16_215-00004_759659.txt.lemmatized",5
"fin_0355-2047_1905-09-16_215-00005_759659.txt.lemmatized",19
"fin_0355-2047_1905-09-16_215-00006_759659.txt.lemmatized",9
"fin_0355-2047_1905-09-16_215-00007_759659.txt.lemmatized",6
"fin_0355-2047_1905-09-16_215-00008_759659.txt.lemmatized",3
"fin_0355-2047_1905-09-17_216A-00001_759661.txt.lemmatized",2
"fin_0355-2047_1905-09-17_216A-00002_759661.txt.lemmatized",9
"fin_0355-2047_1905-09-17_216A-00003_759661.txt.lemmatized",20
"fin_0355-2047_1905-09-17_216A-00004_759661.txt.lemmatized",13
"fin_0355-2047_1905-09-17_216A-00005_759661.txt.lemmatized",19
"fin_0355-2047_1905-09-17_216A-00006_759661.txt.lemmatized",9
"fin_0355-2047_1905-09-17_216A-00007_759661.txt.lemmatized",6
"fin_0355-2047_1905-09-17_216A-00008_759661.txt.lemmatized",3
"fin_0355-2047_1905-09-17_216B-00001_759660.txt.lemmatized",12
"fin_0355-2047_1905-09-17_216B-00002_759660.txt.lemmatized",11
"fin_0355-2047_1905-09-17_216B-00003_759660.txt.lemmatized",11
"fin_0355-2047_1905-09-17_216B-00004_759660.txt.lemmatized",3
"fin_0355-2047_1905-09-19_217-00001_759662.txt.lemmatized",12
"fin_0355-2047_1905-09-19_217-00002_759662.txt.lemmatized",18
"fin_0355-2047_1905-09-19_217-00004_759662.txt.lemmatized",5
"fin_0355-2047_1905-09-19_217-00005_759662.txt.lemmatized",19
"fin_0355-2047_1905-09-19_217-00006_759662.txt.lemmatized",9
"fin_0355-2047_1905-09-19_217-00007_759662.txt.lemmatized",16
"fin_0355-2047_1905-09-19_217-00008_759662.txt.lemmatized",3
"fin_0355-2047_1905-09-20_218-00001_759663.txt.lemmatized",12
"fin_0355-2047_1905-09-20_218-00002_759663.txt.lemmatized",18
"fin_0355-2047_1905-09-20_218-00003_759663.txt.lemmatized",20
"fin_0355-2047_1905-09-20_218-00004_759663.txt.lemmatized",6
"fin_0355-2047_1905-09-20_218-00005_759663.txt.lemmatized",19
"fin_0355-2047_1905-09-20_218-00006_759663.txt.lemmatized",9
"fin_0355-2047_1905-09-20_218-00007_759663.txt.lemmatized",16
"fin_0355-2047_1905-09-20_218-00008_759663.txt.lemmatized",3
"fin_0355-2047_1905-09-21_219-00001_759664.txt.lemmatized",12
"fin_0355-2047_1905-09-21_219-00002_759664.txt.lemmatized",9
"fin_0355-2047_1905-09-21_219-00003_759664.txt.lemmatized",20
"fin_0355-2047_1905-09-21_219-00004_759664.txt.lemmatized",11
"fin_0355-2047_1905-09-21_219-00005_759664.txt.lemmatized",9
"fin_0355-2047_1905-09-21_219-00006_759664.txt.lemmatized",20
"fin_0355-2047_1905-09-21_219-00007_759664.txt.lemmatized",8
"fin_0355-2047_1905-09-21_219-00008_759664.txt.lemmatized",3
"fin_0355-2047_1905-09-22_220-00001_759665.txt.lemmatized",12
"fin_0355-2047_1905-09-22_220-00002_759665.txt.lemmatized",18
"fin_0355-2047_1905-09-22_220-00003_759665.txt.lemmatized",5
"fin_0355-2047_1905-09-22_220-00004_759665.txt.lemmatized",11
"fin_0355-2047_1905-09-22_220-00005_759665.txt.lemmatized",19
"fin_0355-2047_1905-09-22_220-00006_759665.txt.lemmatized",9
"fin_0355-2047_1905-09-22_220-00007_759665.txt.lemmatized",8
"fin_0355-2047_1905-09-22_220-00008_759665.txt.lemmatized",3
"fin_0355-2047_1905-09-23_221-00001_759666.txt.lemmatized",12
"fin_0355-2047_1905-09-23_221-00002_759666.txt.lemmatized",18
"fin_0355-2047_1905-09-23_221-00003_759666.txt.lemmatized",11
"fin_0355-2047_1905-09-23_221-00004_759666.txt.lemmatized",11
"fin_0355-2047_1905-09-23_221-00005_759666.txt.lemmatized",11
"fin_0355-2047_1905-09-23_221-00006_759666.txt.lemmatized",9
"fin_0355-2047_1905-09-23_221-00007_759666.txt.lemmatized",16
"fin_0355-2047_1905-09-23_221-00008_759666.txt.lemmatized",3
"fin_0355-2047_1905-09-24_222A-00001_759668.txt.lemmatized",12
"fin_0355-2047_1905-09-24_222A-00002_759668.txt.lemmatized",2
"fin_0355-2047_1905-09-24_222A-00003_759668.txt.lemmatized",13
"fin_0355-2047_1905-09-24_222A-00004_759668.txt.lemmatized",11
"fin_0355-2047_1905-09-24_222A-00005_759668.txt.lemmatized",19
"fin_0355-2047_1905-09-24_222A-00006_759668.txt.lemmatized",9
"fin_0355-2047_1905-09-24_222A-00007_759668.txt.lemmatized",6
"fin_0355-2047_1905-09-24_222A-00008_759668.txt.lemmatized",3
"fin_0355-2047_1905-09-24_222B-00001_759667.txt.lemmatized",18
"fin_0355-2047_1905-09-24_222B-00002_759667.txt.lemmatized",11
"fin_0355-2047_1905-09-24_222B-00003_759667.txt.lemmatized",11
"fin_0355-2047_1905-09-24_222B-00004_759667.txt.lemmatized",3
"fin_0355-2047_1905-09-26_223-00001_759669.txt.lemmatized",12
"fin_0355-2047_1905-09-26_223-00002_759669.txt.lemmatized",18
"fin_0355-2047_1905-09-26_223-00003_759669.txt.lemmatized",20
"fin_0355-2047_1905-09-26_223-00004_759669.txt.lemmatized",7
"fin_0355-2047_1905-09-26_223-00005_759669.txt.lemmatized",5
"fin_0355-2047_1905-09-26_223-00007_759669.txt.lemmatized",9
"fin_0355-2047_1905-09-26_223-00008_759669.txt.lemmatized",3
"fin_0355-2047_1905-09-27_224-00001_759670.txt.lemmatized",12
"fin_0355-2047_1905-09-27_224-00002_759670.txt.lemmatized",18
"fin_0355-2047_1905-09-27_224-00003_759670.txt.lemmatized",5
"fin_0355-2047_1905-09-27_224-00004_759670.txt.lemmatized",1
"fin_0355-2047_1905-09-27_224-00005_759670.txt.lemmatized",14
"fin_0355-2047_1905-09-27_224-00006_759670.txt.lemmatized",14
"fin_0355-2047_1905-09-27_224-00007_759670.txt.lemmatized",16
"fin_0355-2047_1905-09-27_224-00008_759670.txt.lemmatized",3
"fin_0355-2047_1905-09-28_225-00001_759671.txt.lemmatized",12
"fin_0355-2047_1905-09-28_225-00002_759671.txt.lemmatized",12
"fin_0355-2047_1905-09-28_225-00003_759671.txt.lemmatized",18
"fin_0355-2047_1905-09-28_225-00004_759671.txt.lemmatized",5
"fin_0355-2047_1905-09-28_225-00005_759671.txt.lemmatized",5
"fin_0355-2047_1905-09-28_225-00006_759671.txt.lemmatized",9
"fin_0355-2047_1905-09-28_225-00007_759671.txt.lemmatized",16
"fin_0355-2047_1905-09-28_225-00008_759671.txt.lemmatized",3
"fin_0355-2047_1905-09-29_226-00001_759672.txt.lemmatized",12
"fin_0355-2047_1905-09-29_226-00002_759672.txt.lemmatized",18
"fin_0355-2047_1905-09-29_226-00003_759672.txt.lemmatized",1
"fin_0355-2047_1905-09-29_226-00004_759672.txt.lemmatized",1
"fin_0355-2047_1905-09-29_226-00005_759672.txt.lemmatized",1
"fin_0355-2047_1905-09-29_226-00006_759672.txt.lemmatized",14
"fin_0355-2047_1905-09-29_226-00007_759672.txt.lemmatized",14
"fin_0355-2047_1905-09-29_226-00008_759672.txt.lemmatized",15
"fin_0355-2047_1905-09-30_227-00001_759673.txt.lemmatized",12
"fin_0355-2047_1905-09-30_227-00002_759673.txt.lemmatized",18
"fin_0355-2047_1905-09-30_227-00003_759673.txt.lemmatized",1
"fin_0355-2047_1905-09-30_227-00004_759673.txt.lemmatized",1
"fin_0355-2047_1905-09-30_227-00005_759673.txt.lemmatized",1
"fin_0355-2047_1905-09-30_227-00006_759673.txt.lemmatized",14
"fin_0355-2047_1905-09-30_227-00007_759673.txt.lemmatized",14
"fin_0355-2047_1905-09-30_227-00008_759673.txt.lemmatized",3
"fin_0355-2047_1905-10-01_228A-00001_759675.txt.lemmatized",12
"fin_0355-2047_1905-10-01_228A-00002_759675.txt.lemmatized",2
"fin_0355-2047_1905-10-01_228A-00003_759675.txt.lemmatized",20
"fin_0355-2047_1905-10-01_228A-00004_759675.txt.lemmatized",1
"fin_0355-2047_1905-10-01_228A-00005_759675.txt.lemmatized",14
"fin_0355-2047_1905-10-01_228A-00006_759675.txt.lemmatized",14
"fin_0355-2047_1905-10-01_228A-00007_759675.txt.lemmatized",16
"fin_0355-2047_1905-10-01_228A-00008_759675.txt.lemmatized",3
"fin_0355-2047_1905-10-01_228B-00001_759674.txt.lemmatized",12
"fin_0355-2047_1905-10-01_228B-00002_759674.txt.lemmatized",1
"fin_0355-2047_1905-10-01_228B-00003_759674.txt.lemmatized",11
"fin_0355-2047_1905-10-01_228B-00004_759674.txt.lemmatized",3
"fin_0355-2047_1905-10-03_229-00001_751755.txt.lemmatized",12
"fin_0355-2047_1905-10-03_229-00002_751755.txt.lemmatized",2
"fin_0355-2047_1905-10-03_229-00003_751755.txt.lemmatized",18
"fin_0355-2047_1905-10-03_229-00004_751755.txt.lemmatized",17
"fin_0355-2047_1905-10-03_229-00005_751755.txt.lemmatized",11
"fin_0355-2047_1905-10-03_229-00006_751755.txt.lemmatized",9
"fin_0355-2047_1905-10-03_229-00007_751755.txt.lemmatized",16
"fin_0355-2047_1905-10-03_229-00008_751755.txt.lemmatized",3
"fin_0355-2047_1905-10-04_230-00001_751756.txt.lemmatized",12
"fin_0355-2047_1905-10-04_230-00002_751756.txt.lemmatized",18
"fin_0355-2047_1905-10-04_230-00003_751756.txt.lemmatized",20
"fin_0355-2047_1905-10-04_230-00004_751756.txt.lemmatized",5
"fin_0355-2047_1905-10-04_230-00005_751756.txt.lemmatized",11
"fin_0355-2047_1905-10-04_230-00006_751756.txt.lemmatized",9
"fin_0355-2047_1905-10-04_230-00007_751756.txt.lemmatized",16
"fin_0355-2047_1905-10-04_230-00008_751756.txt.lemmatized",3
"fin_0355-2047_1905-10-05_231-00001_751757.txt.lemmatized",12
"fin_0355-2047_1905-10-05_231-00002_751757.txt.lemmatized",18
"fin_0355-2047_1905-10-05_231-00003_751757.txt.lemmatized",17
"fin_0355-2047_1905-10-05_231-00005_751757.txt.lemmatized",19
"fin_0355-2047_1905-10-05_231-00006_751757.txt.lemmatized",9
"fin_0355-2047_1905-10-05_231-00007_751757.txt.lemmatized",16
"fin_0355-2047_1905-10-05_231-00008_751757.txt.lemmatized",3
"fin_0355-2047_1905-10-06_232-00001_751758.txt.lemmatized",12
"fin_0355-2047_1905-10-06_232-00002_751758.txt.lemmatized",18
"fin_0355-2047_1905-10-06_232-00003_751758.txt.lemmatized",11
"fin_0355-2047_1905-10-06_232-00004_751758.txt.lemmatized",13
"fin_0355-2047_1905-10-06_232-00005_751758.txt.lemmatized",19
"fin_0355-2047_1905-10-06_232-00006_751758.txt.lemmatized",9
"fin_0355-2047_1905-10-06_232-00007_751758.txt.lemmatized",17
"fin_0355-2047_1905-10-06_232-00008_751758.txt.lemmatized",3
"fin_0355-2047_1905-10-07_233-00001_751759.txt.lemmatized",12
"fin_0355-2047_1905-10-07_233-00002_751759.txt.lemmatized",18
"fin_0355-2047_1905-10-07_233-00003_751759.txt.lemmatized",13
"fin_0355-2047_1905-10-07_233-00004_751759.txt.lemmatized",11
"fin_0355-2047_1905-10-07_233-00005_751759.txt.lemmatized",19
"fin_0355-2047_1905-10-07_233-00006_751759.txt.lemmatized",9
"fin_0355-2047_1905-10-07_233-00007_751759.txt.lemmatized",16
"fin_0355-2047_1905-10-07_233-00008_751759.txt.lemmatized",3
"fin_0355-2047_1905-10-08_234A-00001_751761.txt.lemmatized",12
"fin_0355-2047_1905-10-08_234A-00002_751761.txt.lemmatized",2
"fin_0355-2047_1905-10-08_234A-00003_751761.txt.lemmatized",1
"fin_0355-2047_1905-10-08_234A-00004_751761.txt.lemmatized",1
"fin_0355-2047_1905-10-08_234A-00005_751761.txt.lemmatized",1
"fin_0355-2047_1905-10-08_234A-00006_751761.txt.lemmatized",14
"fin_0355-2047_1905-10-08_234A-00007_751761.txt.lemmatized",14
"fin_0355-2047_1905-10-08_234A-00008_751761.txt.lemmatized",3
"fin_0355-2047_1905-10-08_234B-00001_751760.txt.lemmatized",12
"fin_0355-2047_1905-10-08_234B-00002_751760.txt.lemmatized",11
"fin_0355-2047_1905-10-08_234B-00003_751760.txt.lemmatized",8
"fin_0355-2047_1905-10-08_234B-00004_751760.txt.lemmatized",3
"fin_0355-2047_1905-10-10_235-00001_751762.txt.lemmatized",12
"fin_0355-2047_1905-10-10_235-00002_751762.txt.lemmatized",2
"fin_0355-2047_1905-10-10_235-00003_751762.txt.lemmatized",18
"fin_0355-2047_1905-10-10_235-00004_751762.txt.lemmatized",1
"fin_0355-2047_1905-10-10_235-00005_751762.txt.lemmatized",1
"fin_0355-2047_1905-10-10_235-00006_751762.txt.lemmatized",14
"fin_0355-2047_1905-10-10_235-00007_751762.txt.lemmatized",3
"fin_0355-2047_1905-10-10_235-00008_751762.txt.lemmatized",3
"fin_0355-2047_1905-10-11_236-00002_751763.txt.lemmatized",18
"fin_0355-2047_1905-10-11_236-00003_751763.txt.lemmatized",1
"fin_0355-2047_1905-10-11_236-00004_751763.txt.lemmatized",1
"fin_0355-2047_1905-10-11_236-00005_751763.txt.lemmatized",1
"fin_0355-2047_1905-10-11_236-00006_751763.txt.lemmatized",14
"fin_0355-2047_1905-10-11_236-00007_751763.txt.lemmatized",3
"fin_0355-2047_1905-10-11_236-00008_751763.txt.lemmatized",3
"fin_0355-2047_1905-10-12_237-00001_751764.txt.lemmatized",12
"fin_0355-2047_1905-10-12_237-00002_751764.txt.lemmatized",18
"fin_0355-2047_1905-10-12_237-00003_751764.txt.lemmatized",1
"fin_0355-2047_1905-10-12_237-00004_751764.txt.lemmatized",1
"fin_0355-2047_1905-10-12_237-00005_751764.txt.lemmatized",1
"fin_0355-2047_1905-10-12_237-00006_751764.txt.lemmatized",14
"fin_0355-2047_1905-10-12_237-00007_751764.txt.lemmatized",16
